"title","url","img_url","author","rate","votes_num","comments_num"
"新名字的故事","https://book.douban.com/subject/26986954/","https://img9.doubanio.com/view/subject/s/public/s29376146.jpg","[意]埃莱娜·费兰特；陈英","9.2","76336","22873"
"无人生还","https://book.douban.com/subject/3006581/","https://img3.doubanio.com/view/subject/s/public/s2962510.jpg","[英]阿加莎·克里斯蒂；祁阿红","9","133709","23456"
"时间的秩序","https://book.douban.com/subject/33424487/","https://img2.doubanio.com/view/subject/s/public/s32332471.jpg","[意]卡洛·罗韦利；杨光","8.9","18911","8347"
"时间简史","https://book.douban.com/subject/1034282/","https://img2.doubanio.com/view/subject/s/public/s1914861.jpg","[英]史蒂芬·霍金；许明贤；吴忠超","8.9","58551","12033"
"明朝那些事儿（1-9）","https://book.douban.com/subject/3674537/","https://img9.doubanio.com/view/subject/s/public/s3745215.jpg","当年明月","9.2","147012","32665"
"昨日的世界","https://book.douban.com/subject/1062343/","https://img1.doubanio.com/view/subject/s/public/s1121598.jpg","[奥]斯蒂芬·茨威格；舒昌善；孙龙生；刘春华；戴奎生","9.3","13473","3686"
"显微镜下的大明","https://book.douban.com/subject/30414743/","https://img2.doubanio.com/view/subject/s/public/s29960161.jpg","马伯庸","8.8","28087","11067"
"最好的告别","https://book.douban.com/subject/26576861/","https://img1.doubanio.com/view/subject/s/public/s28260907.jpg","[美]阿图·葛文德（AtulGawande）；王一方主编；彭小华","9","43499","17347"
"最好的我们","https://book.douban.com/subject/24754316/","https://img9.doubanio.com/view/subject/s/public/s26720726.jpg","八月长安","8.7","68586","17311"
"月亮和六便士","https://book.douban.com/subject/1858513/","https://img1.doubanio.com/view/subject/s/public/s2659208.jpg","[英]毛姆；傅惟慈","9","190873","41246"
"朝花夕拾","https://book.douban.com/subject/1449352/","https://img3.doubanio.com/view/subject/s/public/s34099290.jpg","鲁迅","9","135772","14857"
"杀死一只知更鸟","https://book.douban.com/subject/6781808/","https://img9.doubanio.com/view/subject/s/public/s23128183.jpg","[美国]哈珀·李；高红梅","9.2","127258","33406"
"枪炮、病菌与钢铁","https://book.douban.com/subject/1813841/","https://img2.doubanio.com/view/subject/s/public/s1738643.jpg","[美国]贾雷德·戴蒙德；谢延光","8.7","45913","13050"
"树上的男爵","https://book.douban.com/subject/6789605/","https://img9.doubanio.com/view/subject/s/public/s8968135.jpg","[意]伊塔洛·卡尔维诺；吴正仪","9.1","47255","16597"
"格林童话全集","https://book.douban.com/subject/1043008/","https://img9.doubanio.com/view/subject/s/public/s1043975.jpg","[德国]格林兄弟；魏以新","9","88159","9673"
"桶川跟踪狂杀人事件","https://book.douban.com/subject/35094680/","https://img1.doubanio.com/view/subject/s/public/s33805848.jpg","[日]清水洁；王华懋","9","32249","14600"
"梦里花落知多少","https://book.douban.com/subject/2070844/","https://img2.doubanio.com/view/subject/s/public/s2393243.jpg","三毛","8.8","93153","11508"
"棋王·树王·孩子王","https://book.douban.com/subject/26734559/","https://img2.doubanio.com/view/subject/s/public/s28688273.jpg","阿城","9.3","20752","6924"
"正见","https://book.douban.com/subject/1963912/","https://img2.doubanio.com/view/subject/s/public/s1993421.jpg","[不丹]宗萨蒋扬钦哲仁波切；姚仁喜","8.8","16750","4477"
"此生未完成","https://book.douban.com/subject/6397275/","https://img2.doubanio.com/view/subject/s/public/s6343233.jpg","于娟","8.8","21928","8594"
"步履不停","https://book.douban.com/subject/26963321/","https://img2.doubanio.com/view/subject/s/public/s29425921.jpg","[日]是枝裕和；郑有杰","8.7","37624","14587"
"毛姆短篇小说精选集","https://book.douban.com/subject/10774752/","https://img9.doubanio.com/view/subject/s/public/s24174596.jpg","[英]威廉·萨默塞特·毛姆；冯亦代；傅惟慈；陆谷孙","9.1","11604","3583"
"毛泽东选集 第一卷","https://book.douban.com/subject/1139360/","https://img2.doubanio.com/view/subject/s/public/s1106951.jpg","毛泽东","9.6","21660","5556"
"民主的细节","https://book.douban.com/subject/3813669/","https://img1.doubanio.com/view/subject/s/public/s4146437.jpg","刘瑜","8.5","74569","17607"
"水浒传（全二册）","https://book.douban.com/subject/1008357/","https://img1.doubanio.com/view/subject/s/public/s1436519.jpg","罗贯中；施耐庵","8.7","71575","8524"
"永恒的终结","https://book.douban.com/subject/25829693/","https://img2.doubanio.com/view/subject/s/public/s27409671.jpg","[美]艾萨克·阿西莫夫；崔正男","9.1","39361","15298"
"江城","https://book.douban.com/subject/7060185/","https://img9.doubanio.com/view/subject/s/public/s32271204.jpg","[美国]彼得·海斯勒；李雪顺","9.1","54921","20083"
"沉默的大多数","https://book.douban.com/subject/1054685/","https://img1.doubanio.com/view/subject/s/public/s1447349.jpg","王小波","9.1","138457","22014"
"活着","https://book.douban.com/subject/4913064/","https://img9.doubanio.com/view/subject/s/public/s27279654.jpg","余华","9.4","728683","174779"
"浪潮之巅","https://book.douban.com/subject/6709783/","https://img9.doubanio.com/view/subject/s/public/s6807265.jpg","吴军","9","31921","9291"
"浮生六记","https://book.douban.com/subject/1088581/","https://img9.doubanio.com/view/subject/s/public/s2280094.jpg","（清）沈复","8.7","65380","15654"
"海子的诗","https://book.douban.com/subject/1011754/","https://img2.doubanio.com/view/subject/s/public/s1067491.jpg","海子","9","42792","6933"
"海的女儿","https://book.douban.com/subject/1765512/","https://img9.doubanio.com/view/subject/s/public/s4133656.jpg","安徒生；叶君健","9.2","20272","2349"
"海风中失落的血色馈赠","https://book.douban.com/subject/26357614/","https://img2.doubanio.com/view/subject/s/public/s28061231.jpg","[加拿大]阿利斯泰尔·麦克劳德；陈以侃","9.1","17601","7312"
"消失的13级台阶","https://book.douban.com/subject/34996429/","https://img1.doubanio.com/view/subject/s/public/s34070178.jpg","[日]高野和明；赵建勋","8.6","73414","28216"
"温柔的夜","https://book.douban.com/subject/2068249/","https://img1.doubanio.com/view/subject/s/public/s2391798.jpg","三毛","9.1","21642","2854"
"渴望生活","https://book.douban.com/subject/3054821/","https://img1.doubanio.com/view/subject/s/public/s3099438.jpg","[美]欧文·斯通；常涛","9.2","11139","2847"
"激荡三十年（上）","https://book.douban.com/subject/1970428/","https://img3.doubanio.com/view/subject/s/public/s10431840.jpg","吴晓波","8.8","30167","5605"
"火星救援","https://book.douban.com/subject/26586492/","https://img1.doubanio.com/view/subject/s/public/s28284337.jpg","[美]安迪·威尔；陈灼","8.9","17647","6462"
"灿烂千阳","https://book.douban.com/subject/2143732/","https://img9.doubanio.com/view/subject/s/public/s2651394.jpg","[美]卡勒德·胡赛尼；李继宏","8.9","113202","26175"
"爱你就像爱生命","https://book.douban.com/subject/3071717/","https://img2.doubanio.com/view/subject/s/public/s4661043.jpg","李银河；王小波","8.8","107601","28072"
"爱的艺术","https://book.douban.com/subject/3026879/","https://img9.doubanio.com/view/subject/s/public/s2990934.jpg","[美国]艾·弗洛姆；李健鸣","8.8","42576","13606"
"牡丹亭","https://book.douban.com/subject/1073708/","https://img9.doubanio.com/view/subject/s/public/s1075414.jpg","汤显祖","9","13019","2769"
"献给阿尔吉侬的花束","https://book.douban.com/subject/26362836/","https://img3.doubanio.com/view/subject/s/public/s28050760.jpg","[美]丹尼尔·凯斯；陈澄和","9.1","74916","30226"
"王尔德童话","https://book.douban.com/subject/1119839/","https://img9.doubanio.com/view/subject/s/public/s2019056.jpg","[英]王尔德；王林","9.1","21749","4650"
"现代艺术150年","https://book.douban.com/subject/26854318/","https://img9.doubanio.com/view/subject/s/public/s29417056.jpg","[英]威尔·贡培兹；王烁；王同乐","9.2","12558","4059"
"球状闪电","https://book.douban.com/subject/1192090/","https://img9.doubanio.com/view/subject/s/public/s26040205.jpg","刘慈欣","8.7","76278","19557"
"理想国","https://book.douban.com/subject/1004821/","https://img1.doubanio.com/view/subject/s/public/s34157889.jpg","[古希腊]柏拉图；郭斌和；张竹明","8.8","32544","7251"
"白夜行","https://book.douban.com/subject/10554308/","https://img1.doubanio.com/view/subject/s/public/s24514468.jpg","[日]东野圭吾；刘姿君","9.2","414004","104801"
"白鹿原","https://book.douban.com/subject/10564071/","https://img9.doubanio.com/view/subject/s/public/s28111905.jpg","陈忠实","9.2","89342","18583"
"百年孤独","https://book.douban.com/subject/6082808/","https://img3.doubanio.com/view/subject/s/public/s27237850.jpg","[哥伦比亚]加西亚·马尔克斯；范晔","9.3","387390","108752"
"目送","https://book.douban.com/subject/3995526/","https://img1.doubanio.com/view/subject/s/public/s3984108.jpg","龙应台","8.6","206019","37517"
"看不见的城市","https://book.douban.com/subject/10555509/","https://img1.doubanio.com/view/subject/s/public/s8972088.jpg","[意]伊塔洛·卡尔维诺；张密","9","30638","12732"
"看见","https://book.douban.com/subject/20427187/","https://img1.doubanio.com/view/subject/s/public/s24514758.jpg","柴静","8.8","322719","78201"
"社会心理学","https://book.douban.com/subject/1476651/","https://img2.doubanio.com/view/subject/s/public/s1670932.jpg","[美]戴维·迈尔斯；张智勇；乐国安；侯玉波等","9","24849","4467"
"神雕侠侣","https://book.douban.com/subject/1255624/","https://img9.doubanio.com/view/subject/s/public/s26018916.jpg","金庸；有1996年11月北平第4次印本","8.9","95194","13762"
"福尔摩斯探案全集（上中下）","https://book.douban.com/subject/1040211/","https://img3.doubanio.com/view/subject/s/public/s1229240.jpg","[英]阿瑟·柯南·道尔；丁钟华等","9.3","121756","17539"
"离开的，留下的","https://book.douban.com/subject/27104959/","https://img9.doubanio.com/view/subject/s/public/s29535271.jpg","[意]埃莱娜·费兰特；陈英","8.9","61584","19145"
"秋园","https://book.douban.com/subject/34998019/","https://img3.doubanio.com/view/subject/s/public/s33640730.jpg","杨本芬","9","55511","26689"
"稻草人手记","https://book.douban.com/subject/3607117/","https://img1.doubanio.com/view/subject/s/public/s3667048.jpg","三毛","8.9","19187","2604"
"窗边的小豆豆","https://book.douban.com/subject/1007914/","https://img2.doubanio.com/view/subject/s/public/s1067911.jpg","[日]黑柳彻子著；岩崎千弘图；赵玉皎","8.8","196224","37022"
"笑傲江湖（全四册）","https://book.douban.com/subject/1002299/","https://img9.doubanio.com/view/subject/s/public/s2157335.jpg","金庸","9.1","104764","18104"
"繁花","https://book.douban.com/subject/22714154/","https://img1.doubanio.com/view/subject/s/public/s26037307.jpg","金宇澄","8.7","31377","13212"
"红楼梦","https://book.douban.com/subject/1007305/","https://img1.doubanio.com/view/subject/s/public/s1070959.jpg","[清]曹雪芹著；高鹗","9.6","384882","81581"
"经济学原理（上下）","https://book.douban.com/subject/1028842/","https://img9.doubanio.com/view/subject/s/public/s1785715.jpg","[美国]格里高里·曼昆；梁小民","9.1","20568","3228"
"给青年诗人的信","https://book.douban.com/subject/26685994/","https://img1.doubanio.com/view/subject/s/public/s28378127.jpg","[奥]里尔克；冯至","9.1","11824","5065"
"绝叫","https://book.douban.com/subject/35031587/","https://img2.doubanio.com/view/subject/s/public/s33685372.jpg","[日]叶真中显；林佩瑾","8.9","62443","27616"
"绿毛水怪","https://book.douban.com/subject/3518332/","https://img9.doubanio.com/view/subject/s/public/s3675595.jpg","王小波","9.1","22024","5057"
"罗杰疑案","https://book.douban.com/subject/21371175/","https://img2.doubanio.com/view/subject/s/public/s25814002.jpg","[英]阿加莎·克里斯蒂；常禾","9.2","54011","21730"
"罗生门","https://book.douban.com/subject/3136271/","https://img1.doubanio.com/view/subject/s/public/s3435158.jpg","[日]芥川龙之介；林少华","8.7","64511","10764"
"罪与罚","https://book.douban.com/subject/1858568/","https://img9.doubanio.com/view/subject/s/public/s1790246.jpg","[俄]陀思妥耶夫斯基；岳麟","9.3","29262","6847"
"置身事内","https://book.douban.com/subject/35546622/","https://img1.doubanio.com/view/subject/s/public/s33956867.jpg","兰小欢","9.1","44417","16975"
"美丽新世界","https://book.douban.com/subject/27002046/","https://img9.doubanio.com/view/subject/s/public/s29477615.jpg","【英】奥尔德斯·赫胥黎；陈超","9.2","41273","4"
"美的历程","https://book.douban.com/subject/3410718/","https://img2.doubanio.com/view/subject/s/public/s3893343.jpg","李泽厚","9.2","27643","8100"
"肖申克的救赎","https://book.douban.com/subject/1829226/","https://img9.doubanio.com/view/subject/s/public/s4007145.jpg","[美]斯蒂芬·金；施寄青；赵永芬；齐若兰","9.1","111836","18992"
"艺术的故事","https://book.douban.com/subject/3162991/","https://img2.doubanio.com/view/subject/s/public/s3219163.jpg","[英国]E·H·贡布里希；范景中；杨成凯","9.6","23043","5661"
"苏菲的世界","https://book.douban.com/subject/2284311/","https://img3.doubanio.com/view/subject/s/public/s3042670.jpg","[挪威]乔斯坦·贾德；萧宝森","8.8","53010","12064"
"茶馆","https://book.douban.com/subject/1036613/","https://img3.doubanio.com/view/subject/s/public/s33516550.jpg","老舍","9.1","26955","5137"
"荆棘鸟","https://book.douban.com/subject/1086249/","https://img9.doubanio.com/view/subject/s/public/s1073574.jpg","[澳大利亚]考琳·麦卡洛；曾胡","8.6","50698","10109"
"草房子","https://book.douban.com/subject/1052990/","https://img3.doubanio.com/view/subject/s/public/s2652540.jpg","曹文轩","9","44116","8313"
"荒原狼","https://book.douban.com/subject/3131626/","https://img1.doubanio.com/view/subject/s/public/s3286369.jpg","[德]赫尔曼·黑塞；赵登荣；倪诚恩","9","19299","5950"
"被讨厌的勇气","https://book.douban.com/subject/26369699/","https://img1.doubanio.com/view/subject/s/public/s29237648.jpg","岸见一郎；古贺史健；渠海霞","8.6","107255","43633"
"西游记（全二册）","https://book.douban.com/subject/1029553/","https://img9.doubanio.com/view/subject/s/public/s1627374.jpg","吴承恩；校注黄肃秋；黄肃秋注释","9","77879","9388"
"规训与惩罚","https://book.douban.com/subject/1012307/","https://img1.doubanio.com/view/subject/s/public/s2522397.jpg","[法]米歇尔·福柯；刘北成；杨远婴","9.3","9417","2395"
"解忧杂货店","https://book.douban.com/subject/25862578/","https://img2.doubanio.com/view/subject/s/public/s27264181.jpg","[日]东野圭吾；李盈春","8.5","729771","179861"
"认识电影","https://book.douban.com/subject/2326403/","https://img2.doubanio.com/view/subject/s/public/s28274132.jpg","[美]路易斯·贾内梯；[瑞典]英格玛·伯格曼[日]黑泽明等供图；焦雄屏","8.9","17543","3854"
"许三观卖血记","https://book.douban.com/subject/4760224/","https://img3.doubanio.com/view/subject/s/public/s24575140.jpg","余华","9.1","118309","32820"
"论语","https://book.douban.com/subject/1964774/","https://img9.doubanio.com/view/subject/s/public/s5804746.jpg","刘胜利","9.1","21191","3374"
"诗经","https://book.douban.com/subject/1883245/","https://img2.doubanio.com/view/subject/s/public/s1979223.jpg","孔丘","9.5","25635","3742"
"象棋的故事","https://book.douban.com/subject/2158684/","https://img3.doubanio.com/view/subject/s/public/s2897060.jpg","[奥]斯蒂芬·茨威格；张玉书","9.1","11810","2833"
"边城","https://book.douban.com/subject/1057244/","https://img1.doubanio.com/view/subject/s/public/s1595557.jpg","沈从文；黄永玉卓雅插图.","8.7","215686","37426"
"这些人，那些事","https://book.douban.com/subject/6388661/","https://img2.doubanio.com/view/subject/s/public/s6828981.jpg","吴念真","8.8","64223","23062"
"追风筝的人","https://book.douban.com/subject/1770782/","https://img3.doubanio.com/view/subject/s/public/s1727290.jpg","[美]卡勒德·胡赛尼；李继宏","8.9","756981","170320"
"送你一颗子弹","https://book.douban.com/subject/4238362/","https://img1.doubanio.com/view/subject/s/public/s4243447.jpg","刘瑜","8.6","139201","38113"
"道德经","https://book.douban.com/subject/1059258/","https://img2.doubanio.com/view/subject/s/public/s1045431.jpg","黄元吉","9.5","18149","2825"
"遥远的向日葵地","https://book.douban.com/subject/27184303/","https://img3.doubanio.com/view/subject/s/public/s29878650.jpg","李娟","9.1","20454","8840"
"邓小平时代","https://book.douban.com/subject/20424526/","https://img1.doubanio.com/view/subject/s/public/s24516687.jpg","[美]傅高义；冯克利","9.3","54614","16940"
"野火集","https://book.douban.com/subject/1426971/","https://img1.doubanio.com/view/subject/s/public/s1469589.jpg","龙应台","8.8","34168","6190"
"野草","https://book.douban.com/subject/1915958/","https://img2.doubanio.com/view/subject/s/public/s34099301.jpg","鲁迅","9.5","38339","6990"
"金色梦乡","https://book.douban.com/subject/5038409/","https://img9.doubanio.com/view/subject/s/public/s4444885.jpg","[日]伊坂幸太郎；李彦桦","9","27163","9066"
"金锁记","https://book.douban.com/subject/3017857/","https://img9.doubanio.com/view/subject/s/public/s2976745.jpg","张爱玲","8.6","59234","10366"
"银河帝国：基地七部曲","https://book.douban.com/subject/26389895/","https://img9.doubanio.com/view/subject/s/public/s28284246.jpg","[美]艾萨克·阿西莫夫；叶李华","9.5","12573","2678"
"银河系漫游指南","https://book.douban.com/subject/1394364/","https://img3.doubanio.com/view/subject/s/public/s3696740.jpg","[英]道格拉斯·亚当斯；徐百柯","8.8","20973","5297"
"长日将尽","https://book.douban.com/subject/30142261/","https://img3.doubanio.com/view/subject/s/public/s29738720.jpg","[英]石黑一雄；冯涛","8.9","28499","12053"
"阿勒泰的角落","https://book.douban.com/subject/4881850/","https://img3.doubanio.com/view/subject/s/public/s6185540.jpg","李娟","9.1","18182","5736"
"陆犯焉识","https://book.douban.com/subject/6880158/","https://img2.doubanio.com/view/subject/s/public/s6987353.jpg","严歌苓","8.9","53749","13896"
"雕刻时光","https://book.douban.com/subject/26435510/","https://img2.doubanio.com/view/subject/s/public/s28622011.jpg","[苏]安德烈·塔可夫斯基；张晓东","9.5","7117","2797"
"雨季不再来","https://book.douban.com/subject/2136140/","https://img1.doubanio.com/view/subject/s/public/s2563279.jpg","三毛","8.7","51735","5857"
"雷雨","https://book.douban.com/subject/1013416/","https://img1.doubanio.com/view/subject/s/public/s23579217.jpg","曹禺","8.7","73888","9780"
"霍乱时期的爱情","https://book.douban.com/subject/10594787/","https://img2.doubanio.com/view/subject/s/public/s11284102.jpg","[哥伦比亚]加西亚·马尔克斯；杨玲","9","256598","73358"
"霸王别姬","https://book.douban.com/subject/1088711/","https://img9.doubanio.com/view/subject/s/public/s24964086.jpg","李碧华","9.1","20194","4526"
"青铜时代","https://book.douban.com/subject/1085883/","https://img2.doubanio.com/view/subject/s/public/s1072541.jpg","王小波","8.8","25355","2787"
"面纱","https://book.douban.com/subject/26757680/","https://img9.doubanio.com/view/subject/s/public/s28561075.jpg","[英]威廉·萨默塞特·毛姆；于大卫","9.1","26117","9937"
"顾城的诗","https://book.douban.com/subject/1033825/","https://img2.doubanio.com/view/subject/s/public/s1024472.jpg","顾城","8.8","24431","3671"
"额尔古纳河右岸","https://book.douban.com/subject/3311253/","https://img9.doubanio.com/view/subject/s/public/s3380714.jpg","迟子建","9","21877","7040"
"飘","https://book.douban.com/subject/1068920/","https://img1.doubanio.com/view/subject/s/public/s1078958.jpg","[美国]玛格丽特·米切尔；李美华","9.3","197783","39735"
"飞鸟集","https://book.douban.com/subject/1058661/","https://img2.doubanio.com/view/subject/s/public/s1044902.jpg","[印]罗宾德拉纳德·泰戈尔；徐翰林","8.9","61849","6987"
"香水","https://book.douban.com/subject/3815125/","https://img2.doubanio.com/view/subject/s/public/s3867373.jpg","[德]帕·聚斯金德；帕特里克·聚斯金德；李清华","8.9","19876","6236"
"骆驼祥子","https://book.douban.com/subject/1043815/","https://img3.doubanio.com/view/subject/s/public/s1146040.jpg","老舍","8.6","191113","25502"
"鹿川有许多粪","https://book.douban.com/subject/35517022/","https://img2.doubanio.com/view/subject/s/public/s33968312.jpg","李沧东；春喜","9","20597","9611"
"鹿鼎记","https://book.douban.com/subject/1212893/","https://img3.doubanio.com/view/subject/s/public/s3134040.jpg","金庸","8.9","53005","5953"
"麦琪的礼物","https://book.douban.com/subject/1051193/","https://img2.doubanio.com/view/subject/s/public/s1137441.jpg","[美]欧·亨利；张经浩","8.7","71649","8172"
"黄金时代","https://book.douban.com/subject/1089243/","https://img2.doubanio.com/view/subject/s/public/s1076372.jpg","王小波","8.9","155822","29379"
"黑客与画家","https://book.douban.com/subject/6021440/","https://img9.doubanio.com/view/subject/s/public/s4669554.jpg","[美]PaulGraham；阮一峰","8.7","22274","7767"
"黑箱","https://book.douban.com/subject/30484795/","https://img9.doubanio.com/view/subject/s/public/s30025945.jpg","[日]伊藤诗织；匡匡","8.9","19336","8397"
"鼠疫","https://book.douban.com/subject/24257229/","https://img2.doubanio.com/view/subject/s/public/s27003191.jpg","[法]阿尔贝·加缪；刘方","9.1","60366","18594"
